VBELN,POSNR,MATNR,KWMENG,VRKME,NETWR,WAERK,WERKS,LGORT,RECORD_SOURCE,LOAD_DATE
10000009,000100,000000000010000070,129.072,EA,28857.60,COP,1000,0001,SAP,2025-01-01 00:00:00
10000010,000010,000000000010000067,7.039,PAL,27809.79,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000010,000020,000000000010000070,138.253,EA,29713.78,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000010,000030,000000000010000012,90.819,EA,16854.19,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000010,000040,000000000010000032,109.560,EA,18890.48,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000010,000050,000000000010000047,13.498,PAL,49879.50,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000010,000060,000000000010000020,68.799,EA,9132.93,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000010,000070,000000000010000019,69.848,ST,40380.91,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000010,000080,000000000010000033,145.325,ST,74563.59,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000010,000090,000000000010000100,98.717,EA,21576.31,CHF,1000,0001,SAP,2025-01-01 00:00:00
10000011,000010,000000000010000048,26.726,EA,4896.77,ILS,1000,0001,SAP,2025-01-01 00:00:00
10000011,000020,000000000010000099,92.150,ST,33795.11,ILS,1000,0001,SAP,2025-01-01 00:00:00
10000011,000030,000000000010000021,129.168,EA,24441.22,ILS,1000,0001,SAP,2025-01-01 00:00:00
10000011,000040,000000000010000006,119.122,KG,8569.08,ILS,1000,0001,SAP,2025-01-01 00:00:00
10000011,000050,000000000010000041,53.525,EA,10125.80,ILS,1000,0001,SAP,2025-01-01 00:00:00
10000011,000060,000000000010000011,68.335,EA,13237.57,ILS,1000,0001,SAP,2025-01-01 00:00:00
10000012,000010,000000000010000086,188.247,KG,15457.70,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000012,000020,000000000010000031,105.880,EA,26465.59,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000012,000030,000000000010000029,71.964,ST,24241.12,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000012,000040,000000000010000070,107.562,EA,23300.16,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000012,000050,000000000010000025,120.650,EA,14046.35,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000012,000060,000000000010000081,82.487,EA,16803.03,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000013,000010,000000000010000047,66.590,PAL,274368.17,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000013,000020,000000000010000025,7.288,EA,906.00,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000013,000030,000000000010000073,146.829,ST,72661.90,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000013,000040,000000000010000080,51.478,EA,7473.48,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000013,000050,000000000010000074,139.043,ST,77659.64,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000013,000060,000000000010000030,62.020,EA,13207.51,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000013,000070,000000000010000086,219.193,KG,17275.72,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000013,000080,000000000010000055,103.480,EA,24161.77,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000013,000090,000000000010000044,99.874,ST,54400.56,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000013,000100,000000000010000028,83.812,EA,22694.70,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000014,000010,000000000010000001,123.211,EA,35006.38,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000014,000020,000000000010000021,58.659,EA,12982.60,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000014,000030,000000000010000012,3.841,EA,738.82,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000014,000040,000000000010000013,102.659,ST,57964.25,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000014,000050,000000000010000080,19.070,EA,2806.61,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000014,000060,000000000010000043,38.273,ST,18031.91,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000014,000070,000000000010000042,122.151,EA,23424.61,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000015,000010,000000000010000077,56.393,PAL,237690.73,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000015,000020,000000000010000006,216.840,KG,14106.42,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000015,000030,000000000010000065,110.794,EA,12884.07,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000015,000040,000000000010000044,106.694,ST,49465.71,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000015,000050,000000000010000080,79.620,EA,13264.38,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000015,000060,000000000010000052,55.716,EA,15598.23,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000016,000010,000000000010000087,96.986,PAL,322746.25,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000016,000020,000000000010000013,45.625,ST,26637.97,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000016,000030,000000000010000056,160.731,KG,11212.96,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000016,000040,000000000010000043,33.019,ST,15713.24,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000016,000050,000000000010000072,131.116,EA,36159.56,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000017,000010,000000000010000038,51.863,EA,13300.32,USD,1000,0001,SAP,2025-01-01 00:00:00
10000017,000020,000000000010000054,111.504,ST,61895.08,USD,1000,0001,SAP,2025-01-01 00:00:00
10000017,000030,000000000010000098,118.633,EA,27682.02,USD,1000,0001,SAP,2025-01-01 00:00:00
10000017,000040,000000000010000086,26.127,KG,2086.21,USD,1000,0001,SAP,2025-01-01 00:00:00
10000017,000050,000000000010000025,25.681,EA,3251.08,USD,1000,0001,SAP,2025-01-01 00:00:00
10000018,000010,000000000010000052,24.381,EA,6115.45,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000018,000020,000000000010000040,56.115,EA,10298.89,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000018,000030,000000000010000049,51.885,ST,19621.51,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000018,000040,000000000010000080,19.768,EA,3281.07,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000018,000050,000000000010000081,90.392,EA,16731.74,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000018,000060,000000000010000029,21.638,ST,8800.21,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000018,000070,000000000010000039,126.787,ST,41380.40,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000018,000080,000000000010000089,140.102,ST,72270.49,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000018,000090,000000000010000036,89.180,KG,8267.91,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000018,000100,000000000010000071,90.514,EA,24797.67,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000019,000010,000000000010000012,133.616,EA,25022.21,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000019,000020,000000000010000089,83.363,ST,38035.93,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000019,000030,000000000010000054,105.841,ST,60389.53,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000019,000040,000000000010000080,34.701,EA,5204.65,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000019,000050,000000000010000081,22.371,EA,4951.57,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000019,000060,000000000010000014,110.837,ST,41532.39,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000019,000070,000000000010000091,94.966,EA,28165.00,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000019,000080,000000000010000060,105.367,EA,11847.80,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000019,000090,000000000010000086,126.436,KG,9256.57,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000019,000100,000000000010000074,48.293,ST,25575.06,GBP,1000,0001,SAP,2025-01-01 00:00:00
10000020,000010,000000000010000017,24.186,PAL,92324.58,AED,1000,0001,SAP,2025-01-01 00:00:00
10000020,000020,000000000010000060,133.258,EA,14554.89,AED,1000,0001,SAP,2025-01-01 00:00:00
10000020,000030,000000000010000090,115.601,EA,22998.00,AED,1000,0001,SAP,2025-01-01 00:00:00
10000020,000040,000000000010000050,87.803,EA,13767.05,AED,1000,0001,SAP,2025-01-01 00:00:00
10000020,000050,000000000010000067,5.014,PAL,19671.12,AED,1000,0001,SAP,2025-01-01 00:00:00
10000020,000060,000000000010000065,34.507,EA,4038.01,AED,1000,0001,SAP,2025-01-01 00:00:00
10000020,000070,000000000010000001,72.596,EA,20177.89,AED,1000,0001,SAP,2025-01-01 00:00:00
10000020,000080,000000000010000068,80.596,EA,16876.84,AED,1000,0001,SAP,2025-01-01 00:00:00
10000021,000010,000000000010000045,130.241,EA,18727.45,ZAR,1000,0001,SAP,2025-01-01 00:00:00
10000021,000020,000000000010000017,11.510,PAL,39502.56,ZAR,1000,0001,SAP,2025-01-01 00:00:00
10000021,000030,000000000010000029,88.731,ST,29903.55,ZAR,1000,0001,SAP,2025-01-01 00:00:00
10000021,000040,000000000010000089,9.632,ST,5132.06,ZAR,1000,0001,SAP,2025-01-01 00:00:00
10000021,000050,000000000010000013,99.367,ST,52094.51,ZAR,1000,0001,SAP,2025-01-01 00:00:00
10000022,000010,000000000010000031,127.168,EA,36824.98,USD,1000,0001,SAP,2025-01-01 00:00:00
10000022,000020,000000000010000072,115.375,EA,30453.34,USD,1000,0001,SAP,2025-01-01 00:00:00
10000022,000030,000000000010000036,12.379,KG,1310.36,USD,1000,0001,SAP,2025-01-01 00:00:00
10000022,000040,000000000010000062,50.647,EA,16125.13,USD,1000,0001,SAP,2025-01-01 00:00:00
10000022,000050,000000000010000037,18.089,PAL,60269.97,USD,1000,0001,SAP,2025-01-01 00:00:00
10000022,000060,000000000010000002,17.378,EA,4549.97,USD,1000,0001,SAP,2025-01-01 00:00:00
10000023,000010,000000000010000042,69.884,EA,12393.40,USD,1000,0001,SAP,2025-01-01 00:00:00
10000023,000020,000000000010000037,69.277,PAL,227218.80,USD,1000,0001,SAP,2025-01-01 00:00:00
10000023,000030,000000000010000072,142.735,EA,35802.40,USD,1000,0001,SAP,2025-01-01 00:00:00
10000023,000040,000000000010000004,6.922,ST,3839.02,USD,1000,0001,SAP,2025-01-01 00:00:00
10000023,000050,000000000010000049,149.202,ST,49467.43,USD,1000,0001,SAP,2025-01-01 00:00:00
10000023,000060,000000000010000082,86.865,EA,27728.25,USD,1000,0001,SAP,2025-01-01 00:00:00
10000023,000070,000000000010000029,77.521,ST,31505.33,USD,1000,0001,SAP,2025-01-01 00:00:00
10000024,000010,000000000010000025,7.294,EA,991.96,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000024,000020,000000000010000080,130.776,EA,19358.88,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000024,000030,000000000010000069,128.965,ST,76069.77,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000024,000040,000000000010000040,99.445,EA,21346.06,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000024,000050,000000000010000071,38.095,EA,11789.10,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000024,000060,000000000010000089,37.383,ST,18311.43,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000025,000010,000000000010000029,120.240,ST,42397.12,USD,1000,0001,SAP,2025-01-01 00:00:00
10000025,000020,000000000010000076,70.772,KG,5213.10,USD,1000,0001,SAP,2025-01-01 00:00:00
10000025,000030,000000000010000070,109.647,EA,24543.44,USD,1000,0001,SAP,2025-01-01 00:00:00
10000025,000040,000000000010000030,54.355,EA,12406.60,USD,1000,0001,SAP,2025-01-01 00:00:00
10000025,000050,000000000010000032,24.210,EA,4326.44,USD,1000,0001,SAP,2025-01-01 00:00:00
10000025,000060,000000000010000072,63.824,EA,17438.17,USD,1000,0001,SAP,2025-01-01 00:00:00
10000025,000070,000000000010000023,135.182,ST,63255.86,USD,1000,0001,SAP,2025-01-01 00:00:00
10000025,000080,000000000010000059,125.529,ST,49701.63,USD,1000,0001,SAP,2025-01-01 00:00:00
10000025,000090,000000000010000093,61.006,ST,19449.37,USD,1000,0001,SAP,2025-01-01 00:00:00
10000026,000010,000000000010000006,161.809,KG,9914.61,USD,1000,0001,SAP,2025-01-01 00:00:00
10000026,000020,000000000010000016,206.585,KG,16136.93,USD,1000,0001,SAP,2025-01-01 00:00:00
10000026,000030,000000000010000055,14.356,EA,3596.63,USD,1000,0001,SAP,2025-01-01 00:00:00
10000026,000040,000000000010000048,130.262,EA,24564.35,USD,1000,0001,SAP,2025-01-01 00:00:00
10000026,000050,000000000010000082,119.303,EA,35378.31,USD,1000,0001,SAP,2025-01-01 00:00:00
10000026,000060,000000000010000095,3.522,EA,326.78,USD,1000,0001,SAP,2025-01-01 00:00:00
10000026,000070,000000000010000054,41.100,ST,22912.64,USD,1000,0001,SAP,2025-01-01 00:00:00
10000027,000010,000000000010000014,36.475,ST,13112.46,INR,1000,0001,SAP,2025-01-01 00:00:00
10000027,000020,000000000010000011,108.203,EA,22925.94,INR,1000,0001,SAP,2025-01-01 00:00:00
10000027,000030,000000000010000083,34.456,ST,12965.38,INR,1000,0001,SAP,2025-01-01 00:00:00
10000027,000040,000000000010000060,18.525,EA,2010.76,INR,1000,0001,SAP,2025-01-01 00:00:00
10000027,000050,000000000010000100,1.363,EA,301.98,INR,1000,0001,SAP,2025-01-01 00:00:00
10000027,000060,000000000010000054,40.988,ST,21824.89,INR,1000,0001,SAP,2025-01-01 00:00:00
10000027,000070,000000000010000086,59.459,KG,4090.21,INR,1000,0001,SAP,2025-01-01 00:00:00
10000027,000080,000000000010000085,145.297,EA,16346.63,INR,1000,0001,SAP,2025-01-01 00:00:00
10000027,000090,000000000010000076,217.111,KG,16738.93,INR,1000,0001,SAP,2025-01-01 00:00:00
10000027,000100,000000000010000093,109.882,ST,32754.82,INR,1000,0001,SAP,2025-01-01 00:00:00
10000028,000010,000000000010000057,92.364,PAL,385808.60,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000028,000020,000000000010000004,59.275,ST,28792.77,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000028,000030,000000000010000025,17.200,EA,2031.55,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000028,000040,000000000010000015,23.263,EA,2879.38,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000028,000050,000000000010000049,17.449,ST,6167.09,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000028,000060,000000000010000098,127.981,EA,35087.33,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000028,000070,000000000010000028,113.318,EA,33423.75,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000010,000000000010000080,86.037,EA,13544.93,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000020,000000000010000085,132.375,EA,13968.15,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000030,000000000010000084,71.028,ST,34435.19,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000040,000000000010000004,135.398,ST,74311.19,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000050,000000000010000010,27.065,EA,3224.65,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000060,000000000010000015,119.683,EA,15393.68,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000070,000000000010000078,144.631,EA,30421.55,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000080,000000000010000053,24.844,ST,10024.47,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000090,000000000010000002,101.990,EA,28855.37,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000029,000100,000000000010000077,78.340,PAL,323402.75,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000030,000010,000000000010000066,168.998,KG,12527.64,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000030,000020,000000000010000084,126.826,ST,62408.06,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000030,000030,000000000010000020,58.625,EA,8444.69,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000030,000040,000000000010000033,19.783,ST,10283.13,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000030,000050,000000000010000080,149.102,EA,22474.06,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000030,000060,000000000010000027,51.374,PAL,202436.46,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000030,000070,000000000010000058,118.653,EA,22105.14,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000030,000080,000000000010000083,9.570,ST,3623.91,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000030,000090,000000000010000043,34.607,ST,15245.26,CAD,1000,0001,SAP,2025-01-01 00:00:00
10000031,000010,000000000010000072,20.971,EA,5760.04,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000031,000020,000000000010000077,63.980,PAL,248881.79,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000031,000030,000000000010000047,70.219,PAL,286934.45,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000031,000040,000000000010000091,27.974,EA,7594.32,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000031,000050,000000000010000052,16.492,EA,4507.53,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000031,000060,000000000010000048,129.350,EA,22294.79,HKD,1000,0001,SAP,2025-01-01 00:00:00
10000032,000010,000000000010000005,63.429,EA,12923.10,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000032,000020,000000000010000052,28.905,EA,6971.50,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000032,000030,000000000010000025,10.120,EA,1223.89,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000032,000040,000000000010000030,83.170,EA,19388.46,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000032,000050,000000000010000013,148.232,ST,75450.93,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000032,000060,000000000010000064,132.684,ST,54780.00,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000032,000070,000000000010000090,10.323,EA,2172.74,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000032,000080,000000000010000022,96.311,EA,19400.05,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000032,000090,000000000010000044,31.582,ST,16050.22,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000032,000100,000000000010000016,59.773,KG,5055.12,DKK,1000,0001,SAP,2025-01-01 00:00:00
10000033,000010,000000000010000068,67.581,EA,16209.57,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000033,000020,000000000010000087,50.438,PAL,171212.49,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000033,000030,000000000010000022,131.223,EA,31407.79,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000033,000040,000000000010000037,92.828,PAL,282897.11,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000033,000050,000000000010000061,21.444,EA,5391.04,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000033,000060,000000000010000060,36.494,EA,3907.12,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000033,000070,000000000010000043,111.980,ST,49180.70,NOK,1000,0001,SAP,2025-01-01 00:00:00
10000034,000010,000000000010000017,56.175,PAL,206513.50,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000034,000020,000000000010000047,91.127,PAL,343373.87,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000034,000030,000000000010000013,94.941,ST,51102.03,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000034,000040,000000000010000062,84.028,EA,24567.09,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000034,000050,000000000010000005,113.495,EA,26873.81,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000034,000060,000000000010000089,37.131,ST,16801.26,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000034,000070,000000000010000093,73.844,ST,21488.89,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000034,000080,000000000010000050,108.953,EA,15430.79,EUR,1000,0001,SAP,2025-01-01 00:00:00
10000035,000010,000000000010000094,82.076,ST,45693.29,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000035,000020,000000000010000040,37.605,EA,7966.67,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000035,000030,000000000010000050,75.289,EA,10492.47,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000035,000040,000000000010000046,142.440,KG,11150.89,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000035,000050,000000000010000078,71.585,EA,15261.65,AUD,1000,0001,SAP,2025-01-01 00:00:00
10000036,000010,000000000010000078,25.584,EA,5480.82,USD,1000,0001,SAP,2025-01-01 00:00:00
